材料ID,品牌,车系,分析对象名称,车型价格范围,能源形式,车身形式,级别,座位数,来源类型,来源平台,地区,时间,年龄段,职业,家庭结构,是否已购,购车阶段,决策周期,主要决策人,决策影响人,用户原文,数据性质,拟定依据,参考来源标题,参考来源平台,参考来源URL
UM0211,蔚来,蔚来ES9,蔚来ES9,49.80-62.80万,纯电动,SUV,大型,6座,访谈记录,公开网页评论整理,湖南,2026-04,35-40岁,个体经营者,已婚一孩,已购,价格谈判,1周内,公司/家庭共同使用者,销售顾问,我对蔚来ES9的第一印象是实用，SUV车身能满足日常通勤和家庭使用。顾虑是后备厢满载空间，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0212,蔚来,蔚来ES9,蔚来ES9,49.80-62.80万,纯电动,SUV,大型,6座,问卷回答,公开问卷语料模拟,北京,2026-08,45-50岁,制造业管理岗,三代同住,意向中,流失反馈,2个月以上,家庭共同决策,配偶,选车时把蔚来ES9和小鹏G9放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在家庭出行适配，不足可能是油耗/电耗，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0213,LUXEED智界,智界V9,智界V9,38.98-51.98万,增程式插混,MPV,中大型,7座,用户评论,车质网,江苏,2026-04,40-45岁,互联网产品/运营,已婚二孩,未购,已购复盘,1周内,公司/家庭共同使用者,无明显影响人,关注智界V9主要是因为多人乘坐和商务/家庭兼用，价格在38.98-51.98万这个区间内比较有吸引力。对比同级别车型时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0214,LUXEED智界,智界V9,智界V9,38.98-51.98万,增程式插混,MPV,中大型,7座,访谈记录,销售反馈模拟,山东,2026-08,50岁以上,金融/咨询从业者,商务+家庭兼用,流失,初步了解,2个月以上,家庭共同决策,父母,我对智界V9的第一印象是实用，MPV车身能满足日常通勤和家庭使用。顾虑是停车便利性，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0215,LUXEED智界,智界V9,智界V9,38.98-51.98万,增程式插混,MPV,中大型,7座,问卷回答,公开论坛/社区讨论,上海,2026-07,30-35岁,企业职员,已婚二孩,未购,试驾体验,1-2个月,本人+父母,朋友/同事,选车时把智界V9和同价位竞品放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在商务/家庭兼用，不足可能是车身尺寸，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0216,长城汽车,坦克700新能源,坦克700新能源,42.80-70.00万,非增程式插混,SUV,中大型,5座,用户评论,车质网,北京,2026-08,25-30岁,私营业主,商务+家庭兼用,已购,对比评估,2个月以上,家庭共同决策,孩子,关注坦克700新能源主要是因为通过性和家庭出行适配，价格在42.80-70.00万这个区间内比较有吸引力。对比新能源替代车型时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0217,长城汽车,坦克700新能源,坦克700新能源,42.80-70.00万,非增程式插混,SUV,中大型,5座,访谈记录,公开问卷语料模拟,河南,2026-07,35-40岁,自由职业者,已婚未育,意向中,价格谈判,1-2个月,本人+父母,销售顾问,我对坦克700新能源的第一印象是实用，SUV车身能满足日常通勤和家庭使用。顾虑是后备厢满载空间，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0218,长城汽车,坦克700新能源,坦克700新能源,42.80-70.00万,非增程式插混,SUV,中大型,5座,问卷回答,公开网页评论整理,广东,2026-06,45-50岁,公务员/事业单位,已婚二孩,已购,流失反馈,1个月内,本人+配偶,配偶,选车时把坦克700新能源和同级别车型放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在家庭出行适配，不足可能是油耗/电耗，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0219,大众,途锐,途锐,50.88-79.38万,传统燃料,SUV,中大型,6座,用户评论,车质网,上海,2026-07,40-45岁,设计/传媒从业者,商务+家庭兼用,流失,已购复盘,1-2个月,本人+父母,无明显影响人,关注途锐主要是因为通过性和家庭出行适配，价格在50.88-79.38万这个区间内比较有吸引力。对比新能源替代车型时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0220,大众,途锐,途锐,50.88-79.38万,传统燃料,SUV,中大型,6座,访谈记录,公开论坛/社区讨论,四川,2026-06,50岁以上,个体经营者,已婚二孩,未购,初步了解,1个月内,本人+配偶,父母,我对途锐的第一印象是实用，SUV车身能满足日常通勤和家庭使用。顾虑是后备厢满载空间，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0221,大众,途锐,途锐,50.88-79.38万,传统燃料,SUV,中大型,6座,问卷回答,销售反馈模拟,湖北,2026-05,30-35岁,制造业管理岗,商务+家庭兼用,流失,试驾体验,2周左右,本人,朋友/同事,选车时把途锐和同级别车型放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在家庭出行适配，不足可能是油耗/电耗，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0222,极氪,极氪009,极氪009,43.98-89.90万,纯电动,MPV,中大型,4座/6座/7座,用户评论,车质网,广东,2026-06,25-30岁,互联网产品/运营,三代同住,意向中,对比评估,1个月内,本人+配偶,孩子,关注极氪009主要是因为多人乘坐和商务/家庭兼用，价格在43.98-89.90万这个区间内比较有吸引力。对比腾势D9时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0223,极氪,极氪009,极氪009,43.98-89.90万,纯电动,MPV,中大型,4座/6座/7座,访谈记录,公开网页评论整理,浙江,2026-05,35-40岁,金融/咨询从业者,已婚一孩,已购,价格谈判,2周左右,本人,销售顾问,我对极氪009的第一印象是实用，MPV车身能满足日常通勤和家庭使用。顾虑是停车便利性，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0224,极氪,极氪009,极氪009,43.98-89.90万,纯电动,MPV,中大型,4座/6座/7座,问卷回答,公开问卷语料模拟,湖南,2026-04,45-50岁,企业职员,三代同住,意向中,流失反馈,1周内,公司/家庭共同使用者,配偶,选车时把极氪009和极氪009放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在商务/家庭兼用，不足可能是车身尺寸，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0225,奥迪（进口）,奥迪Q7,奥迪Q7,60.98-80.48万,传统燃料/常规混合动力,SUV,中大型,5座/7座,用户评论,太平洋汽车,湖北,2026-05,40-45岁,私营业主,已婚一孩,未购,已购复盘,2周左右,本人,无明显影响人,看奥迪Q7主要是因为品牌稳、商务场合不出错，后排空间和隔音确实有传统豪华车的底子。我也比较了问界M7，奥迪的优惠和开起来的轻松感更吸引我，但车机智能化还是短板。,公开网页用户评论风格改写,A6L网友印象中有豪华、科技感、大气、空间不错，以及烧机油、小毛病等负向印象。,奥迪A6L 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg4313/s48976/t3.0/
UM0226,奥迪（进口）,奥迪Q7,奥迪Q7,60.98-80.48万,传统燃料/常规混合动力,SUV,中大型,5座/7座,访谈记录,销售反馈模拟,江苏,2026-04,50岁以上,公务员/事业单位,商务+家庭兼用,流失,初步了解,1周内,公司/家庭共同使用者,父母,家里和公司都能用，所以我会优先考虑奥迪Q7这种成熟车型。它的后排空间和底盘质感是优势，不过现在新能源车配置给得太满，和奔驰GLC比起来会觉得智能座舱不够新。,公开网页访谈记录风格改写,奥迪A6L公开口碑中常见空间、隔音、底盘、豪华感和车机智能化、低速顿挫/维修等反馈。,奥迪A6L 车质网口碑,车质网,https://www.12365auto.com/review/1_0_0_1.shtml
UM0227,奥迪（进口）,奥迪Q7,奥迪Q7,60.98-80.48万,传统燃料/常规混合动力,SUV,中大型,5座/7座,问卷回答,公开论坛/社区讨论,山东,2026-08,30-35岁,私营业主,已婚二孩,未购,试驾体验,2个月以上,家庭共同决策,朋友/同事,我对奥迪Q7的顾虑主要是后期维修保养和车机智能化，但是它的品牌认可度、乘坐体面感和售后体系比较稳。如果销售能把用车成本和保值解释清楚，我会更容易接受。,公开网页问卷回答风格改写,奥迪A6L公开口碑中常见空间、隔音、底盘、豪华感和车机智能化、低速顿挫/维修等反馈。,奥迪A6L 车质网口碑,车质网,https://www.12365auto.com/review/1_0_0_1.shtml
UM0228,奥迪（进口）,奥迪Q7,奥迪Q7,60.98-80.48万,传统燃料/常规混合动力,SUV,中大型,5座/7座,销售反馈,销售反馈模拟,上海,2026-07,40-45岁,公务员/事业单位,已婚一孩,流失,已购复盘,1-2个月,本人+父母,无明显影响人,如果客户在奥迪Q7和宝马X5之间犹豫，我觉得不能只说品牌，还是要讲清楚后排、隔音、底盘和优惠后的真实成交价值。对商务用户来说，稳定和体面感很重要。,公开网页销售反馈风格改写,A6L网友印象中有豪华、科技感、大气、空间不错，以及烧机油、小毛病等负向印象。,奥迪A6L 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg4313/s48976/t3.0/
UM0229,奥迪（进口）,奥迪Q7,奥迪Q7,60.98-80.48万,传统燃料/常规混合动力,SUV,中大型,5座/7座,用户评论,车质网,四川,2026-06,50岁以上,私营业主,商务+家庭兼用,未购,初步了解,1个月内,本人+配偶,父母,试驾后我觉得奥迪Q7的底盘质感比很多新势力更扎实，长途开起来轻松。只是车机响应和智能化功能确实没有那么讨喜，年轻用户可能会因此转向新能源竞品。,公开网页用户评论风格改写,奥迪A6L公开口碑中常见空间、隔音、底盘、豪华感和车机智能化、低速顿挫/维修等反馈。,奥迪A6L 车质网口碑,车质网,https://www.12365auto.com/review/1_0_0_1.shtml
UM0230,路虎(进口),路虎卫士,路虎卫士,68.99-215.80万,传统燃料/常规混合动力,SUV,中大型,5座/8座,用户评论,车质网,浙江,2026-05,35-40岁,金融/咨询从业者,已婚未育,意向中,价格谈判,2周左右,本人,销售顾问,关注路虎卫士主要是因为通过性和家庭出行适配，价格在68.99-215.80万这个区间内比较有吸引力。对比同级别车型时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
