样本ID,品牌,车系,分析对象名称,车型价格范围,价格段,能源形式,车身形式,级别,座位数,地区,调查时间,年龄段,性别,职业,家庭年收入区间,家庭结构,家庭成员,是否有孩,是否有老人同住/常乘坐,当前用车状态,首购/增购/换购,原有车型/品牌,购车预算,购车阶段,决策周期,主要决策人,决策影响人,购车动因,主要使用场景,信息来源,是否试驾,最关注因素,关注理由,主要顾虑,对比车型,最终倾向,是否成交,流失原因,开放题摘要,沟通触点建议,数据性质,拟定依据,参考来源标题,参考来源URL
S066-01,极氪,极氪009,极氪009,43.98-89.90万,60-70万,纯电动,MPV,中大型,4座；6座；7座,湖北省,2026-07-08,41-45岁,男,金融/地产从业者,80-100万,已婚二孩及以上,3人,是,否,BBA/传统豪华车,换购,BBA/传统豪华车,40-90万,流失/转向竞品,2个月以上,家庭共同决策,KOL/博主；配偶,商务接待；通勤代步,周末短途；多成员家庭出行,车主群/社群讨论；朋友/同事推荐；品牌直营店/4S店,是,售后服务；空间舒适；低使用成本；第三排/多人乘坐,希望兼顾家人乘坐和周末出行,停车便利性；竞品是否更强；售后网络是否成熟,岚图梦想家；腾势D9,已购,是,,受访者关注售后服务，主要用于周末短途；同时对停车便利性仍有疑问，决策中会对比岚图梦想家；腾势D9。,先围绕周末短途场景切入，再把售后服务转化为可感知体验；对停车便利性需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S066-02,极氪,极氪009,极氪009,43.98-89.90万,60-70万,纯电动,MPV,中大型,4座；6座；7座,湖南省,2026-08-10,41-45岁,男,企业高管/企业主,80-100万,三代同堂,1人,是,是,BBA/传统豪华车,换购,BBA/传统豪华车,40-90万,对比评估,2个月以上,家庭共同决策,父母；KOL/博主；车主评价,家庭出行升级；智能化体验,充电便利场景；长途自驾；多成员家庭出行,品牌直营店/4S店；小红书/抖音内容,是,智能驾驶；低使用成本；保值率,希望降低通勤和长途驾驶压力,智能化是否稳定；高端服务体验；售后维修成本,腾势D9；智界V9,已下订,是,,受访者关注智能驾驶，主要用于充电便利场景；同时对智能化是否稳定仍有疑问，决策中会对比腾势D9；智界V9。,先围绕充电便利场景场景切入，再把智能驾驶转化为可感知体验；对智能化是否稳定需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S066-03,极氪,极氪009,极氪009,43.98-89.90万,60-70万,纯电动,MPV,中大型,4座；6座；7座,江苏省,2026-07-19,46岁以上,男,私营业主/个体经营者,100万以上,已婚二孩及以上,4人,是,是,BBA/传统豪华车,换购,BBA/传统豪华车,40-90万,已试驾,2个月以上,家庭共同决策,KOL/博主；子女；车主评价,品牌升级；低成本出行,周末短途；多成员家庭出行,小红书/抖音内容；朋友/同事推荐,是,价格权益；乘坐舒适；家庭适配；第三排/多人乘坐,希望兼顾家人乘坐和周末出行；希望同预算下配置和权益更划算,保值率；售后网络是否成熟；权益透明度,智界V9；途锐；路虎卫士,价格合适会买,待定,,受访者关注价格权益，主要用于周末短途；同时对保值率仍有疑问，决策中会对比智界V9；途锐；路虎卫士。,先围绕周末短途场景切入，再把价格权益转化为可感知体验；对保值率需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S066-04,极氪,极氪009,极氪009,43.98-89.90万,60-70万,纯电动,MPV,中大型,4座；6座；7座,湖南省,2026-07-28,36-40岁,男,企业高管/企业主,100万以上,三代同堂,3人,是,是,BBA/传统豪华车,换购,BBA/传统豪华车,40-90万,已下订,2个月以上,本人+配偶,父母；车主评价；KOL/博主,商务接待；低成本出行,周末短途；接送孩子；家庭出行,品牌直营店/4S店；朋友/同事推荐；懂车帝/汽车之家口碑,否,智能座舱；保值率；豪华感/质感,希望在预算内获得更稳定的综合体验,售后维修成本；停车便利性；价格是否值得,途锐；路虎卫士,价格合适会买,待定,,受访者关注智能座舱，主要用于周末短途；同时对售后维修成本仍有疑问，决策中会对比途锐；路虎卫士。,先围绕周末短途场景切入，再把智能座舱转化为可感知体验；对售后维修成本需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S066-05,极氪,极氪009,极氪009,43.98-89.90万,60-70万,纯电动,MPV,中大型,4座；6座；7座,江苏省,2026-08-01,46岁以上,男,企业高管/企业主,50-80万,已婚一孩,1人,是,是,家中已有燃油车,增购,家中已有燃油车,40-90万,对比评估,1-2个月,本人+配偶,配偶；子女；父母,智能化体验；家庭品质升级,多成员家庭出行；城市通勤,品牌直营店/4S店；小红书/抖音内容,是,豪华感/质感；家庭适配；售后服务,希望兼顾家人乘坐和周末出行,售后维修成本；保值率,路虎卫士；岚图梦想家,价格合适会买,待定,,受访者关注豪华感/质感，主要用于多成员家庭出行；同时对售后维修成本仍有疑问，决策中会对比路虎卫士；岚图梦想家。,先围绕多成员家庭出行场景切入，再把豪华感/质感转化为可感知体验；对售后维修成本需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S066-06,极氪,极氪009,极氪009,43.98-89.90万,60-70万,纯电动,MPV,中大型,4座；6座；7座,安徽省,2026-08-25,31-35岁,不便透露,私营业主/个体经营者,50-80万,已婚二孩及以上,4人,是,否,BBA/传统豪华车,换购,BBA/传统豪华车,40-90万,已试驾,2个月以上,本人+配偶,父母；配偶；车主评价,低成本出行；通勤代步,充电便利场景；家庭出行,小红书/抖音内容；KOL评测；品牌直营店/4S店,是,空间舒适；乘坐舒适；价格权益,希望兼顾家人乘坐和周末出行；希望同预算下配置和权益更划算,第三排舒适性；售后维修成本；保值率,岚图梦想家；腾势D9；智界V9,继续比较,待定,,受访者关注空间舒适，主要用于充电便利场景；同时对第三排舒适性仍有疑问，决策中会对比岚图梦想家；腾势D9；智界V9。,先围绕充电便利场景场景切入，再把空间舒适转化为可感知体验；对第三排舒适性需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S066-07,极氪,极氪009,极氪009,43.98-89.90万,60-70万,纯电动,MPV,中大型,4座；6座；7座,北京市,2026-07-02,36-40岁,男,企业高管/企业主,100万以上,已婚二孩及以上,4人,是,否,BBA/传统豪华车,换购,BBA/传统豪华车,40-90万,已试驾,2个月以上,家庭共同决策,配偶；子女,空间升级；换新能源,长途自驾；家庭出行；充电便利场景,朋友/同事推荐；车主群/社群讨论,否,智能座舱；低使用成本；价格权益,希望同预算下配置和权益更划算,车身尺寸是否好开；保值率；第三排舒适性,腾势D9；智界V9,倾向本品,待定,,受访者关注智能座舱，主要用于长途自驾；同时对车身尺寸是否好开仍有疑问，决策中会对比腾势D9；智界V9。,先围绕长途自驾场景切入，再把智能座舱转化为可感知体验；对车身尺寸是否好开需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S066-08,极氪,极氪009,极氪009,43.98-89.90万,60-70万,纯电动,MPV,中大型,4座；6座；7座,四川省,2026-07-15,36-40岁,男,企业高管/企业主,80-100万,已婚一孩,3人,是,否,BBA/传统豪华车,换购,BBA/传统豪华车,40-90万,已下订,1-2个月,本人+配偶,子女；车主评价,空间升级；低成本出行；商务接待,城市通勤；充电便利场景；周末短途,朋友/同事推荐；品牌直营店/4S店,否,家庭适配；第三排/多人乘坐；价格权益,希望兼顾家人乘坐和周末出行；希望同预算下配置和权益更划算,车身尺寸是否好开；竞品是否更强,智界V9；途锐,倾向本品,待定,,受访者关注家庭适配，主要用于城市通勤；同时对车身尺寸是否好开仍有疑问，决策中会对比智界V9；途锐。,先围绕城市通勤场景切入，再把家庭适配转化为可感知体验；对车身尺寸是否好开需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S067-01,奥迪（进口）,奥迪Q7,奥迪Q7,60.98-80.48万,70-80万,传统燃料；常规混合动力,SUV,中大型,5座；7座,浙江省,2026-06-07,31-35岁,男,私营业主/个体经营者,50-80万,商务/个人用车,4人,否,否,BBA/传统豪华车,换购,BBA/传统豪华车,60-90万,已试驾,1-2个月,本人,朋友/同事；车主评价；KOL/博主,家庭兼商务；换新能源,周末短途；城市通勤；长途自驾,朋友/同事推荐；品牌直营店/4S店；懂车帝/汽车之家口碑,是,家庭适配；豪华感/质感；安全性；商务形象,希望兼顾家人乘坐和周末出行,价格是否值得；保养维修成本；保养维修费用,途锐；奥迪A7,价格合适会买,待定,,受访者关注家庭适配，主要用于周末短途；同时对价格是否值得仍有疑问，决策中会对比途锐；奥迪A7。,先围绕周末短途场景切入，再把家庭适配转化为可感知体验；对价格是否值得需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,奥迪A6L公开车主口碑｜懂车帝,https://www.dongchedi.com/auto/series/score/99-x-S0-P107-x-x-x
S067-02,奥迪（进口）,奥迪Q7,奥迪Q7,60.98-80.48万,70-80万,传统燃料；常规混合动力,SUV,中大型,5座；7座,重庆市,2026-07-02,36-40岁,不便透露,公务员/事业单位,50-80万,已婚一孩,4人,是,否,BBA/传统豪华车,换购,BBA/传统豪华车,60-90万,已试驾,2个月以上,本人+配偶,子女；父母,通勤代步；换新能源；家庭品质升级,多成员家庭出行；周末短途,车主群/社群讨论；小红书/抖音内容；品牌直营店/4S店,否,第三排/多人乘坐；乘坐舒适；商务形象,希望在预算内获得更稳定的综合体验,停车便利性；车机/智能化是否落后；权益透明度,奥迪A7；发现,价格合适会买,待定,,受访者关注第三排/多人乘坐，主要用于多成员家庭出行；同时对停车便利性仍有疑问，决策中会对比奥迪A7；发现。,先围绕多成员家庭出行场景切入，再把第三排/多人乘坐转化为可感知体验；对停车便利性需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,奥迪A6L公开车主口碑｜懂车帝,https://www.dongchedi.com/auto/series/score/99-x-S0-P107-x-x-x
